"","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"18",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"19",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"20",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"21",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"22",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"23",9.16116714477539,6.32766675949097,38.8200416564941,383.846557617188,18.3519992828369,2.05200004577637,16.2999992370605,7.27400016784668,10.275333404541,14.058666229248,4.82200002670288,1220,128,71,21.5902996063232,382,223,256,351
"24",9.16116714477539,6.32766675949097,38.8200416564941,383.846557617188,18.3519992828369,2.05200004577637,16.2999992370605,7.27400016784668,10.275333404541,14.058666229248,4.82200002670288,1220,128,71,21.5902996063232,382,223,256,351
"25",9.34066677093506,5.61466693878174,37.006763458252,367.716369628906,17.568000793457,2.39599990844727,15.1720008850098,7.6473331451416,10.3746662139893,13.9619998931885,5.11533308029175,1676,185,89,25.8395595550537,545,281,345,495
"26",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"27",10.0270004272461,7.63800048828125,41.358024597168,406.264984130859,20.5520000457764,2.08399987220764,18.4680004119873,7.87599992752075,8.89133358001709,15.3020000457764,5.49133348464966,713,71,50,14.1762456893921,208,152,174,189
"28",10.0270004272461,7.63800048828125,41.358024597168,406.264984130859,20.5520000457764,2.08399987220764,18.4680004119873,7.87599992752075,8.89133358001709,15.3020000457764,5.49133348464966,713,71,50,14.1762456893921,208,152,174,189
"29",9.34066677093506,5.61466693878174,37.006763458252,367.716369628906,17.568000793457,2.39599990844727,15.1720008850098,7.6473331451416,10.3746662139893,13.9619998931885,5.11533308029175,1676,185,89,25.8395595550537,545,281,345,495
"30",9.34066677093506,5.61466693878174,37.006763458252,367.716369628906,17.568000793457,2.39599990844727,15.1720008850098,7.6473331451416,10.3746662139893,13.9619998931885,5.11533308029175,1676,185,89,25.8395595550537,545,281,345,495
"31",9.41183376312256,5.70699977874756,38.0669708251953,357.341949462891,17.5319995880127,2.53999996185303,14.9919996261597,7.87866687774658,10.3013334274292,13.9433336257935,5.37933349609375,1611,178,91,25.3906631469727,528,279,375,475
"32",9.22283363342285,9.5396671295166,26.8450775146484,960.538513183594,27.3600006103516,-8.17599964141846,35.5359992980957,20.6886672973633,-2.57399988174438,20.6886672973633,-2.57399988174438,1378,185,74,34.339225769043,493,230,493,230
"33",10.3435001373291,9.18633365631104,26.6455879211426,931.50146484375,28.0480003356934,-6.42799997329712,34.476001739502,21.5226669311523,-1.1546665430069,21.5226669311523,-1.1546665430069,1845,246,89,37.380542755127,680,279,680,279
"34",10.1901664733887,10.5543336868286,30.0453586578369,894.9482421875,27.7919998168945,-7.33599996566772,35.1279983520508,20.9466667175293,-0.78466659784317,20.9466667175293,-0.78466659784317,1179,176,25,53.6171722412109,462,103,462,103
"35",18.5229988098145,12.5786666870117,36.6938934326172,847.966552734375,36.8199996948242,2.53999996185303,34.2799987792969,7.8546667098999,28.2766666412354,28.3846664428711,7.8546667098999,319,64,0,85.4356231689453,173,2,3,173
"36",9.22283363342285,9.5396671295166,26.8450775146484,960.538513183594,27.3600006103516,-8.17599964141846,35.5359992980957,20.6886672973633,-2.57399988174438,20.6886672973633,-2.57399988174438,1378,185,74,34.339225769043,493,230,493,230
"37",9.22150039672852,9.53433322906494,27.4796333312988,929.841918945312,27,-7.69600009918213,34.6959991455078,20.3746662139893,-2.19333338737488,20.3746662139893,-2.19333338737488,1343,189,57,40.9395866394043,500,187,500,187
"38",10.1901664733887,10.5543336868286,30.0453586578369,894.9482421875,27.7919998168945,-7.33599996566772,35.1279983520508,20.9466667175293,-0.78466659784317,20.9466667175293,-0.78466659784317,1179,176,25,53.6171722412109,462,103,462,103
"39",14.9993333816528,9.01866626739502,29.0549831390381,822.765869140625,30.996000289917,-0.0439999960362911,31.0400009155273,21.8613338470459,5.09666681289673,25.1586666107178,5.09666681289673,1502,234,38,49.9423370361328,571,143,519,143
"40",9.22283363342285,9.5396671295166,26.8450775146484,960.538513183594,27.3600006103516,-8.17599964141846,35.5359992980957,20.6886672973633,-2.57399988174438,20.6886672973633,-2.57399988174438,1378,185,74,34.339225769043,493,230,493,230
"41",14.9993333816528,9.01866626739502,29.0549831390381,822.765869140625,30.996000289917,-0.0439999960362911,31.0400009155273,21.8613338470459,5.09666681289673,25.1586666107178,5.09666681289673,1502,234,38,49.9423370361328,571,143,519,143
"42",9.22150039672852,9.53433322906494,27.4796333312988,929.841918945312,27,-7.69600009918213,34.6959991455078,20.3746662139893,-2.19333338737488,20.3746662139893,-2.19333338737488,1343,189,57,40.9395866394043,500,187,500,187
"43",15.4867649078369,8.01470565795898,27.7212600708008,745.642272949219,29.9882354736328,1.07647061347961,28.9117641448975,22.3637256622314,6.44705867767334,24.7068634033203,6.44705867767334,1735,224,56,39.4572563171387,590,196,552,196
"44",10.1901664733887,10.5543336868286,30.0453586578369,894.9482421875,27.7919998168945,-7.33599996566772,35.1279983520508,20.9466667175293,-0.78466659784317,20.9466667175293,-0.78466659784317,1179,176,25,53.6171722412109,462,103,462,103
"45",10.1901664733887,10.5543336868286,30.0453586578369,894.9482421875,27.7919998168945,-7.33599996566772,35.1279983520508,20.9466667175293,-0.78466659784317,20.9466667175293,-0.78466659784317,1179,176,25,53.6171722412109,462,103,462,103
"46",18.5229988098145,12.5786666870117,36.6938934326172,847.966552734375,36.8199996948242,2.53999996185303,34.2799987792969,7.8546667098999,28.2766666412354,28.3846664428711,7.8546667098999,319,64,0,85.4356231689453,173,2,3,173
"47",17.5300731658936,8.14637660980225,29.3126831054688,707.646667480469,30.5695648193359,2.7782609462738,27.7913036346436,23.267391204834,8.70217418670654,26.2347831726074,8.70217418670654,2544,412,61,52.1762733459473,1001,236,880,236
"48",10.1901664733887,10.5543336868286,30.0453586578369,894.9482421875,27.7919998168945,-7.33599996566772,35.1279983520508,20.9466667175293,-0.78466659784317,20.9466667175293,-0.78466659784317,1179,176,25,53.6171722412109,462,103,462,103
"49",14.7628335952759,8.11566638946533,27.1535949707031,813.720336914062,30.2399997711182,0.351999998092651,29.8880004882812,24.4586658477783,4.96933317184448,24.8746662139893,4.96933317184448,1914,300,54,50.1537399291992,765,208,704,208
"50",14.7628335952759,8.11566638946533,27.1535949707031,813.720336914062,30.2399997711182,0.351999998092651,29.8880004882812,24.4586658477783,4.96933317184448,24.8746662139893,4.96933317184448,1914,300,54,50.1537399291992,765,208,704,208
"51",9.00683307647705,10.2276668548584,29.4439964294434,899.219055175781,26.5279998779297,-8.20800018310547,34.7360000610352,19.8500003814697,-1.96000003814697,19.8500003814697,-1.96000003814697,1284,193,30,53.6267280578613,518,114,518,114
"52",9.00683307647705,10.2276668548584,29.4439964294434,899.219055175781,26.5279998779297,-8.20800018310547,34.7360000610352,19.8500003814697,-1.96000003814697,19.8500003814697,-1.96000003814697,1284,193,30,53.6267280578613,518,114,518,114
"53",14.117166519165,9.26700019836426,29.3445205688477,829.395935058594,30.4120006561279,-1.16799998283386,31.5799999237061,24.0179996490479,4.15133333206177,24.3753337860107,4.15133333206177,1643,243,41,50.3947257995605,629,153,608,153
"54",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"55",9.91049957275391,8.84700012207031,29.9492206573486,781.476928710938,26.07200050354,-3.46799993515015,29.5400009155273,19.4753341674805,1.81666672229767,19.4753341674805,0.124666608870029,583,78,30,34.0688781738281,216,96,216,97
"56",9.91049957275391,8.84700012207031,29.9492206573486,781.476928710938,26.07200050354,-3.46799993515015,29.5400009155273,19.4753341674805,1.81666672229767,19.4753341674805,0.124666608870029,583,78,30,34.0688781738281,216,96,216,97
"57",10.0325002670288,7.56233310699463,37.048469543457,477.724487304688,21.6959991455078,1.28400003910065,20.4119987487793,7.6986665725708,6.24266672134399,16.1506671905518,4.62400007247925,628,66,39,14.9002361297607,186,130,158,154
"58",10.0325002670288,7.56233310699463,37.048469543457,477.724487304688,21.6959991455078,1.28400003910065,20.4119987487793,7.6986665725708,6.24266672134399,16.1506671905518,4.62400007247925,628,66,39,14.9002361297607,186,130,158,154
"59",10.0325002670288,7.56233310699463,37.048469543457,477.724487304688,21.6959991455078,1.28400003910065,20.4119987487793,7.6986665725708,6.24266672134399,16.1506671905518,4.62400007247925,628,66,39,14.9002361297607,186,130,158,154
"60",10.2071666717529,7.51366662979126,36.7452392578125,480.284149169922,22.064001083374,1.61600005626678,20.4480018615723,5.6013331413269,6.53333330154419,16.4020004272461,4.74733304977417,629,61,40,13.079174041748,178,137,149,161
"61",10.2071666717529,7.51366662979126,36.7452392578125,480.284149169922,22.064001083374,1.61600005626678,20.4480018615723,5.6013331413269,6.53333330154419,16.4020004272461,4.74733304977417,629,61,40,13.079174041748,178,137,149,161
"62",10.2071666717529,7.51366662979126,36.7452392578125,480.284149169922,22.064001083374,1.61600005626678,20.4480018615723,5.6013331413269,6.53333330154419,16.4020004272461,4.74733304977417,629,61,40,13.079174041748,178,137,149,161
"63",10.2071666717529,7.51366662979126,36.7452392578125,480.284149169922,22.064001083374,1.61600005626678,20.4480018615723,5.6013331413269,6.53333330154419,16.4020004272461,4.74733304977417,629,61,40,13.079174041748,178,137,149,161
"64",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"65",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"66",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
